mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
28.63404326438904,50.554775552230595,0.5043779373168945,0.8577695163103858,2,200,"{'estimator__max_depth': 2, 'n_estimators': 200}",0.8761466738670975,0.8972876231963293,0.8758863314005646,0.8697880626860327,0.8779317604408545,0.8794080903181758,0.009353521268826803,6
41.13111400604248,75.83730689047928,0.9570476055145264,1.7791871676702933,2,300,"{'estimator__max_depth': 2, 'n_estimators': 300}",0.8761466738670975,0.8972876231963293,0.8758863314005646,0.8697880626860327,0.8779317604408545,0.8794080903181758,0.009353521268826803,6
52.201931142807005,99.44362171263619,0.8092896938323975,1.4928391168550326,2,400,"{'estimator__max_depth': 2, 'n_estimators': 400}",0.8761466738670975,0.8972876231963293,0.8758863314005646,0.8697880626860327,0.8779317604408545,0.8794080903181758,0.009353521268826803,6
58.851154041290286,112.63807500140994,0.4506704807281494,0.7766435519052134,2,500,"{'estimator__max_depth': 2, 'n_estimators': 500}",0.8761466738670975,0.8972876231963293,0.8758863314005646,0.8697880626860327,0.8779317604408545,0.8794080903181758,0.009353521268826803,6
63.36777853965759,120.96496166599479,0.4809439659118652,0.840812214481665,2,600,"{'estimator__max_depth': 2, 'n_estimators': 600}",0.8761466738670975,0.8972876231963293,0.8758863314005646,0.8697880626860327,0.8779317604408545,0.8794080903181758,0.009353521268826803,6
11.249089527130128,7.19908145867735,0.1271904468536377,0.041860757148663635,5,200,"{'estimator__max_depth': 5, 'n_estimators': 200}",0.8665657660418442,0.90935977590246,0.8695854607515011,0.8854038981189423,0.8758748386540096,0.8813579478937514,0.015413868232493105,1
10.65248646736145,6.0641491515679995,0.11998958587646484,0.051829322582113896,5,300,"{'estimator__max_depth': 5, 'n_estimators': 300}",0.8665657660418442,0.90935977590246,0.8695854607515011,0.8854038981189423,0.8758748386540096,0.8813579478937514,0.015413868232493105,1
10.25996766090393,6.600092755027692,0.11909542083740235,0.042383993800558524,5,400,"{'estimator__max_depth': 5, 'n_estimators': 400}",0.8665657660418442,0.90935977590246,0.8695854607515011,0.8854038981189423,0.8758748386540096,0.8813579478937514,0.015413868232493105,1
10.274997758865357,6.51752611167121,0.1168748378753662,0.037930156197051965,5,500,"{'estimator__max_depth': 5, 'n_estimators': 500}",0.8665657660418442,0.90935977590246,0.8695854607515011,0.8854038981189423,0.8758748386540096,0.8813579478937514,0.015413868232493105,1
9.701593255996704,5.974058779839548,0.11039624214172364,0.035667231196082734,5,600,"{'estimator__max_depth': 5, 'n_estimators': 600}",0.8665657660418442,0.90935977590246,0.8695854607515011,0.8854038981189423,0.8758748386540096,0.8813579478937514,0.015413868232493105,1
14.879681730270386,10.956427663992024,0.10709128379821778,0.031024600719794425,7,200,"{'estimator__max_depth': 7, 'n_estimators': 200}",0.8794778389469737,0.8038780867055251,0.8844308707174362,0.8769634553354975,0.8826345420567743,0.8654769587524413,0.030906370641175164,11
15.219372701644897,11.670824256333747,0.1382927417755127,0.07971262184175196,7,300,"{'estimator__max_depth': 7, 'n_estimators': 300}",0.8794778389469737,0.8038780867055251,0.8844308707174362,0.8769634553354975,0.8826345420567743,0.8654769587524413,0.030906370641175164,11
16.26546835899353,12.863449933489726,0.13627052307128906,0.05884427114523345,7,400,"{'estimator__max_depth': 7, 'n_estimators': 400}",0.8794778389469737,0.8038780867055251,0.8844308707174362,0.8769634553354975,0.8826345420567743,0.8654769587524413,0.030906370641175164,11
16.996015644073488,13.495349195273416,0.11835346221923829,0.02993462281296382,7,500,"{'estimator__max_depth': 7, 'n_estimators': 500}",0.8794778389469737,0.8038780867055251,0.8844308707174362,0.8769634553354975,0.8826345420567743,0.8654769587524413,0.030906370641175164,11
17.61196413040161,12.227527462630167,0.12166037559509277,0.03932385354917685,7,600,"{'estimator__max_depth': 7, 'n_estimators': 600}",0.8794778389469737,0.8038780867055251,0.8844308707174362,0.8769634553354975,0.8826345420567743,0.8654769587524413,0.030906370641175164,11
